software	-6.85828e-07	1.86435e-06	1.39433e-07	1.01921e-07	6.69284e-07	-3.72543e-07	-1.23554e-06	1.79447e-06	-9.56826e-07	-4.05116e-07	-5.28992e-07	1.36192e-06	2.25228e-07	-1.05715e-06	8.29975e-07	2.66512e-07	1.6031e-06	8.95118e-07	3.48327e-07	-2.60605e-07	-5.28179e-07	1.05092e-06	-1.349e-07	1.45583e-06	-1.60849e-06	7.11827e-07	-5.7044e-07	-1.04657e-06	-2.63243e-07	5.6544e-07	-6.71582e-07	1.68137e-06	1.43789e-06	-6.22424e-07	1.97353e-07	-2.69328e-07	-9.55267e-08	-3.68938e-07	1.62903e-06	-4.57525e-07	9.67066e-07	-1.78418e-07	2.85993e-06	5.64381e-07	1.74937e-07	6.06239e-07	2.54401e-07	-2.18277e-07	6.45456e-07	-3.74013e-07	1.29213e-06	-1.13708e-06	-3.04725e-07	-2.83852e-07	5.72763e-07	8.00797e-07	-1.40567e-06	1.57281e-06	-4.14064e-07	6.02378e-07	1.10257e-06	1.59138e-07	-7.31067e-07	-5.26485e-07	1.01781e-06	-1.15745e-06	-2.30057e-07	1.35874e-06	1.90727e-07	3.72622e-08	1.44442e-06	1.50353e-07	-1.43306e-06	-9.87043e-07	2.04237e-07	-4.15807e-07	3.72099e-07	9.35704e-07	1.27434e-07	2.03261e-07	2.92535e-07	1.18798e-06	5.77619e-07	1.93636e-06	-2.42429e-07	5.00353e-07	2.80772e-06	-1.21975e-06	5.62925e-07	-1.8002e-06	1.06104e-07	-1.24683e-06	-8.93436e-08	1.79677e-06	3.30035e-07	4.38999e-07	9.75201e-07	-7.65639e-07	-2.47027e-07	6.32363e-07
information_technology	-2.00179e-06	2.08896e-06	-8.57141e-07	2.73693e-06	7.92442e-07	-4.14892e-06	2.77823e-06	4.62107e-06	-2.6268e-06	-1.76641e-06	-3.84806e-07	-2.43056e-06	-1.73691e-06	-7.44989e-08	1.85287e-06	-2.2399e-06	7.49527e-07	-5.05397e-07	-1.3882e-06	-4.33736e-07	-2.49557e-06	1.97447e-06	-4.37958e-06	3.90417e-06	-3.34462e-06	9.80922e-07	3.01452e-07	2.52451e-06	1.68461e-06	2.17087e-06	2.55828e-06	9.99389e-07	1.53164e-06	4.07468e-07	-2.10278e-06	1.49099e-06	-6.45186e-07	9.65711e-07	3.07924e-06	-1.31801e-06	7.74277e-07	1.28146e-06	4.1398e-06	-2.14126e-06	-1.30509e-07	1.47414e-06	-3.02721e-06	5.79328e-07	-1.37679e-06	9.29394e-07	9.8357e-07	-3.81825e-06	-4.75715e-07	-3.17995e-06	6.84473e-07	-1.68398e-08	4.95457e-07	2.77436e-06	-2.04082e-06	6.63855e-07	2.00588e-06	3.36869e-06	-1.71434e-06	-2.1344e-06	-1.02992e-06	-2.30478e-06	-1.86884e-06	2.16301e-06	7.95342e-07	-1.50542e-07	1.1208e-06	1.1493e-06	-3.64768e-07	-8.97663e-07	1.13999e-06	-7.03226e-07	5.31468e-07	-7.72952e-07	-2.0007e-06	1.83349e-06	-4.5767e-07	3.40808e-06	-1.62261e-06	2.49247e-07	1.84864e-06	-1.30994e-06	1.25573e-06	-2.61227e-07	9.92649e-07	-1.9747e-07	-3.99463e-06	-2.85168e-06	2.5647e-06	-1.37441e-07	2.91788e-06	3.30686e-07	-1.22493e-06	8.28496e-07	1.31017e-07	1.84517e-07
health_care	-2.64023e-07	1.18783e-07	6.69564e-08	2.21286e-07	3.21248e-07	7.61944e-08	2.80154e-07	-5.77128e-07	5.59395e-08	-5.78938e-07	1.62914e-07	-1.85848e-07	2.39336e-07	-3.71326e-07	4.0107e-07	3.51554e-09	-1.80934e-07	-2.60797e-07	4.58178e-07	-8.11946e-08	-1.64802e-07	-7.13893e-08	-4.38026e-08	-1.01108e-08	2.49682e-07	-8.00606e-08	1.00039e-07	1.68035e-07	1.78731e-08	1.87727e-07	2.18027e-07	5.07319e-07	1.60153e-07	-1.44152e-07	-2.97539e-07	-2.68739e-07	2.77137e-07	2.64033e-07	-2.50518e-07	1.42928e-07	2.89335e-07	-3.26809e-07	1.28477e-07	-3.3294e-07	-2.65282e-07	-5.73254e-07	-5.01027e-08	-1.15272e-07	-2.20276e-08	-6.10745e-08	-4.46516e-07	1.6879e-07	-2.79919e-07	2.39252e-07	4.79545e-07	-2.13531e-07	-4.9998e-07	3.12889e-07	-3.23968e-07	2.08727e-07	5.93986e-07	-5.51178e-08	-1.11076e-07	-4.06635e-07	-1.21164e-07	-1.00103e-06	3.96811e-07	6.30631e-07	-7.8506e-07	4.90266e-08	1.83873e-07	-3.25203e-07	2.52165e-07	4.91242e-07	-2.45552e-08	8.53151e-08	-2.02954e-07	6.943e-07	2.34972e-07	4.86716e-07	-4.12511e-07	2.18936e-07	-6.35762e-07	-1.24546e-07	1.75124e-07	1.48255e-07	1.72918e-07	4.67782e-08	1.93694e-07	-1.84743e-08	1.75636e-07	-1.33762e-07	3.366e-07	8.05394e-07	1.40361e-07	3.11277e-07	-3.78483e-08	1.90282e-07	4.30226e-07	3.11069e-07
biotechnology	-2.92008e-08	-3.08527e-08	-1.38849e-07	1.78486e-07	-6.98004e-07	3.45691e-07	5.59636e-07	-1.81485e-06	3.60574e-07	-8.11994e-07	5.56182e-07	-9.72553e-07	3.87443e-07	-2.31579e-07	4.14193e-07	-2.88519e-07	-9.63225e-07	-1.22977e-06	5.96182e-07	-3.528e-07	5.2496e-07	-4.73257e-07	-6.33357e-07	-1.0444e-06	1.03413e-07	-5.6416e-07	3.13268e-08	6.41226e-07	-3.0228e-07	3.14056e-07	5.48655e-07	4.07102e-07	-7.14401e-08	-1.98965e-08	-6.18256e-07	-6.56782e-07	9.92602e-08	1.12382e-06	-3.80745e-07	-3.78104e-07	4.55837e-07	-6.13917e-07	-9.97618e-07	-1.57626e-07	-7.14703e-07	-7.36929e-07	3.21051e-07	-2.15525e-07	-8.20574e-07	8.61754e-07	-4.83182e-07	2.27254e-07	-4.33465e-07	2.02526e-07	4.48029e-07	-1.20751e-06	1.22347e-07	5.03112e-07	-6.16563e-08	6.02364e-07	-6.78002e-08	-3.11976e-07	-8.31815e-07	-8.50411e-08	-6.64537e-07	-9.68589e-07	8.52493e-07	3.43892e-07	-4.11699e-07	3.43945e-07	3.0347e-07	-2.40839e-07	8.37403e-07	9.8672e-07	-6.7653e-07	5.69696e-08	-9.77677e-07	4.27106e-07	2.38204e-07	8.546e-07	-5.41628e-07	1.98175e-07	-4.85957e-07	-5.98856e-08	1.25224e-07	2.1548e-07	-2.46745e-07	2.71138e-07	5.14775e-07	8.6549e-07	6.4259e-07	9.48451e-07	6.57497e-07	1.61282e-07	-2.8192e-07	-7.40879e-08	-3.76363e-07	-4.68779e-07	5.7914e-07	2.97596e-07
internet	-3.62416e-07	1.6802e-06	-4.7121e-07	-1.64847e-06	1.37237e-07	-1.95336e-06	-7.74337e-07	1.00341e-05	-2.49558e-06	-8.17019e-07	-4.17891e-06	1.24164e-06	-2.05272e-06	-1.57858e-06	2.7826e-06	-2.28646e-06	-8.36017e-07	3.04648e-06	-1.11852e-06	-2.85115e-06	-2.36123e-07	2.55757e-06	-6.32891e-07	6.45659e-06	-7.84773e-06	2.44236e-06	8.88113e-07	-3.14306e-06	-3.3608e-07	-7.32361e-07	-5.28915e-06	2.18927e-07	2.74443e-06	-2.0253e-06	5.35979e-07	-1.89966e-06	-1.14575e-06	-2.66707e-06	7.97394e-06	-1.62319e-06	7.67043e-08	1.15599e-06	1.13109e-05	6.24863e-07	-1.01812e-06	1.76862e-06	-4.85835e-06	7.38615e-07	-4.06182e-07	-2.04049e-07	5.8083e-06	-6.42897e-06	-3.27993e-06	-2.14999e-06	-2.61927e-06	3.30083e-06	-3.36938e-07	2.16214e-06	1.37767e-07	-9.44932e-08	1.44171e-06	-4.16157e-07	-3.62834e-06	-1.4732e-06	4.55641e-06	-4.11218e-06	-2.34246e-06	4.90936e-07	3.82567e-07	-2.39124e-06	3.52648e-06	2.72161e-06	-1.54352e-06	-2.88622e-06	5.05563e-06	-1.05981e-06	-1.45254e-06	-1.85106e-06	1.48799e-07	1.0125e-06	4.44516e-07	6.27578e-06	8.91526e-07	2.50384e-06	-2.67948e-06	-1.79931e-06	5.06632e-07	1.0861e-06	1.24938e-06	-4.63465e-06	-2.19788e-06	-4.60246e-06	2.89989e-06	-5.76272e-07	2.13152e-06	9.02808e-07	1.78686e-06	-1.32967e-06	-2.42656e-06	4.80244e-07
e-commerce	-8.31728e-07	-3.15912e-07	-1.77879e-06	-5.76295e-07	-1.13463e-07	9.4713e-07	-1.20928e-06	1.04073e-06	-1.20834e-06	-6.59941e-07	-2.74981e-06	-9.53529e-07	-6.63002e-07	1.10343e-06	1.10779e-06	-1.76923e-06	-5.43639e-07	-7.42103e-07	-1.39198e-06	-6.24109e-07	-1.07019e-06	-6.91127e-07	4.91031e-07	1.20481e-06	-3.67133e-06	-1.87736e-06	6.53024e-08	-6.32262e-07	7.28253e-07	-1.05344e-06	-1.88457e-06	1.78128e-06	9.82234e-07	-2.25293e-07	1.98995e-07	7.07302e-08	-5.41508e-07	6.96377e-07	1.94961e-06	1.89364e-06	-8.85324e-08	-3.70002e-07	3.1604e-06	1.55352e-06	5.99305e-07	1.84993e-06	-8.97041e-07	-2.33524e-06	-5.06619e-07	-2.12938e-06	1.80955e-06	-3.43921e-06	7.46915e-07	-1.01331e-07	-3.9914e-06	8.46772e-07	4.7723e-07	-1.25052e-06	-6.52744e-08	5.39474e-08	-2.29513e-07	-4.5839e-07	1.10301e-06	1.79526e-06	1.37444e-06	-1.33199e-06	-2.61105e-06	1.36814e-06	-4.02289e-07	-4.52009e-07	5.60141e-07	2.41274e-06	8.62063e-07	-7.39963e-07	2.23231e-06	5.11763e-08	-1.16673e-06	-5.03616e-07	-8.53792e-07	-1.88496e-06	-1.02252e-06	2.48416e-07	-3.36497e-07	2.98387e-06	-1.74548e-06	-1.96237e-06	-3.70138e-06	1.09059e-06	9.96901e-07	6.25552e-07	1.3318e-06	-1.40803e-06	-1.25452e-06	-1.39196e-06	-1.44824e-06	1.21932e-06	-1.78831e-07	9.64744e-07	-4.56571e-08	-1.18583e-06
enterprise_software	-1.50316e-06	2.30997e-06	2.92445e-06	5.07376e-06	-1.33334e-06	-3.34457e-06	6.80277e-07	4.46311e-06	-3.27286e-07	-2.15106e-06	7.60997e-07	4.66866e-06	-1.01675e-06	-7.96585e-07	1.32515e-07	-2.44519e-06	3.43825e-06	-2.27286e-06	-2.00036e-06	-2.16489e-06	-3.78184e-06	3.10305e-06	-3.06884e-06	-1.72364e-06	-8.02086e-07	1.17126e-07	3.48185e-06	4.97886e-06	-1.90062e-06	1.74459e-06	5.91176e-06	3.87877e-06	-2.7815e-07	4.11655e-06	-6.71037e-06	1.45003e-06	-4.47563e-06	4.89637e-07	6.98152e-07	7.62181e-07	-5.44609e-06	7.81299e-07	-7.55819e-07	7.38289e-06	4.25302e-06	5.5563e-06	7.47477e-07	-2.37542e-06	-4.60515e-06	5.35479e-07	-1.7671e-06	-9.21146e-06	3.1447e-06	-4.06153e-06	-1.81486e-06	-3.69939e-06	5.19818e-06	4.74368e-06	-7.92796e-06	3.03635e-06	-1.24661e-07	6.76683e-07	2.78224e-06	3.84065e-06	-3.04833e-06	1.18052e-06	-3.45529e-06	-4.1518e-06	1.17908e-06	3.65815e-06	-1.37681e-06	3.83125e-06	3.17735e-06	-4.32097e-06	7.31579e-06	2.57097e-06	1.94319e-06	4.46541e-06	-1.17533e-06	5.44529e-07	2.35189e-06	3.34594e-06	-1.84938e-06	1.4716e-06	3.33523e-06	-8.26273e-08	-1.99116e-07	9.1878e-07	4.72284e-06	-7.69657e-06	1.49193e-06	-4.48882e-07	-2.80949e-06	-4.7584e-06	-5.54476e-06	3.22921e-06	-3.93394e-06	1.71197e-06	8.71693e-08	-5.44373e-07
mobile	3.2215e-06	4.2217e-06	2.025e-06	3.34965e-06	-6.7747e-06	7.53303e-06	2.36242e-06	3.71938e-06	-5.93121e-07	2.84338e-06	-6.04951e-06	1.45152e-06	-1.52748e-06	-4.95107e-07	3.82793e-07	4.53567e-07	2.15116e-06	4.12826e-06	7.13478e-07	1.49454e-06	1.63362e-06	-4.26853e-06	4.7214e-06	4.35863e-06	1.34228e-06	1.82281e-06	-3.54211e-06	-3.37905e-06	7.80308e-06	-1.14829e-05	-7.55612e-06	-1.15647e-06	1.59592e-06	4.06424e-06	-1.76428e-06	2.1224e-06	3.72445e-07	-2.83355e-07	1.74782e-06	9.23551e-07	-5.82896e-06	-1.78718e-06	7.45575e-06	7.66781e-06	7.03804e-06	-2.41604e-06	-4.70206e-06	-8.93552e-07	3.0733e-06	-1.03071e-05	7.76932e-07	-3.3471e-06	3.96113e-06	-6.59201e-07	-9.25915e-06	-3.87163e-06	-3.17351e-06	-3.10074e-06	-5.44041e-07	8.16579e-06	-7.54268e-06	5.38396e-06	9.19731e-07	2.13102e-06	4.32187e-07	-7.4975e-07	2.09533e-06	-1.45667e-06	-1.07056e-07	4.07282e-06	1.19046e-07	-3.50458e-06	4.74972e-06	-4.71124e-06	8.51439e-06	-2.04642e-06	3.4847e-06	1.80342e-06	-1.02217e-06	-5.23668e-06	-6.55e-07	4.49306e-06	5.51117e-06	4.29094e-06	-7.98599e-06	-1.47524e-07	1.15987e-06	4.24769e-07	5.23081e-07	1.03804e-06	-1.09685e-06	-7.40653e-06	1.12659e-06	-1.54462e-06	-6.06027e-06	-1.1203e-06	-3.39874e-06	-2.34381e-07	4.82061e-06	3.57764e-06
saas	1.51513e-05	9.03459e-06	6.59501e-06	4.51471e-06	-1.33819e-05	1.70527e-06	-4.04404e-07	3.2164e-06	4.41136e-06	1.07118e-05	-7.73968e-06	2.22371e-05	2.0485e-06	-1.71555e-05	6.21751e-06	-5.27374e-06	7.94187e-06	-1.12252e-06	1.8269e-05	-2.87281e-05	2.92591e-06	2.85628e-05	1.60406e-06	6.00436e-06	1.83636e-05	-2.31348e-06	-1.83793e-07	-7.61438e-07	7.60335e-06	-5.19997e-06	4.59806e-07	-7.71616e-06	3.9971e-06	4.56555e-06	-1.44359e-05	1.16235e-05	-1.73523e-05	4.63081e-06	-1.35234e-05	3.11279e-06	-1.11561e-05	-1.28732e-05	7.492e-06	2.93102e-05	1.9779e-05	1.28095e-05	-2.72606e-06	1.51683e-05	1.05057e-06	-1.3884e-05	-1.47031e-05	-1.61916e-05	4.17995e-06	7.06598e-06	-2.49684e-06	8.12313e-06	-2.3135e-05	1.63394e-06	1.19062e-05	3.52808e-06	-1.25405e-05	1.34429e-05	-2.37096e-05	2.34558e-05	2.97033e-06	1.53498e-05	-2.18234e-05	6.07404e-06	1.76227e-06	9.53253e-06	-2.1542e-05	-6.53384e-07	-7.53601e-06	-3.12301e-05	3.30149e-05	-7.52858e-06	-7.13745e-06	2.28815e-05	2.17572e-05	8.84066e-06	-1.03629e-06	2.43889e-06	1.06252e-05	3.00457e-06	-5.51637e-06	1.02434e-05	1.08303e-05	6.68746e-06	1.14313e-05	-2.25589e-05	2.33845e-06	-3.04385e-06	1.13327e-05	-1.28155e-05	-1.69466e-05	9.17706e-07	-1.2588e-05	-2.1411e-06	-6.14981e-06	8.86753e-06
medical	-9.68756e-07	-3.74087e-07	-4.45364e-07	1.63128e-06	-6.48419e-07	-1.94407e-06	4.13548e-06	-4.24322e-06	1.53554e-08	-3.8602e-06	1.66028e-06	-2.99702e-06	1.08662e-06	-4.37615e-07	1.46936e-07	-9.45446e-07	-5.64052e-07	-1.65131e-06	8.56868e-07	8.87188e-08	-4.87267e-08	-5.00428e-07	-1.75494e-06	-1.34757e-06	1.63151e-07	-2.61209e-07	9.76281e-07	2.22963e-06	1.32771e-06	1.11135e-06	1.05964e-06	-4.57572e-07	-2.40222e-07	1.18713e-06	-1.69573e-06	-1.95411e-06	1.64835e-06	1.25957e-06	6.53036e-08	-4.97908e-07	1.14912e-06	-7.02314e-07	8.8219e-08	-2.01874e-06	-2.65663e-06	-3.41036e-06	-8.3926e-07	-1.57323e-06	-4.72995e-07	8.86226e-07	-1.24146e-06	1.55894e-06	-1.48954e-06	-3.17759e-07	1.0681e-06	-2.39271e-06	-7.12245e-08	5.3568e-07	-1.00238e-06	9.95573e-07	2.17279e-07	4.21244e-08	-1.79719e-06	-1.62908e-06	-5.70991e-07	-2.6951e-06	2.41989e-06	1.9828e-06	-2.53036e-06	4.50674e-09	4.26692e-07	5.74451e-07	1.22123e-06	2.15064e-06	-3.72235e-07	-6.01176e-07	-1.59606e-06	2.08957e-08	4.37312e-07	2.57531e-06	-3.50185e-06	1.13279e-06	-2.52688e-06	-2.42154e-06	1.382e-06	2.13842e-07	-1.39262e-06	1.71728e-06	1.05458e-06	3.13262e-06	-1.36713e-06	2.85205e-07	1.97221e-06	1.15368e-06	2.62025e-06	1.70877e-06	-1.18838e-06	2.07115e-08	1.6397e-06	1.10844e-06
